Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
132.0,207.0,161.0,179.0,5.0,867.0,736.0,28.0,33.301690799999996
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,100.0,66.9481196
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56.0,33.963587759999996
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56.0,58.798513279999995
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,100.0,55.0201848
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14.0,24.42813468
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,74.19451236
155.0,184.0,143.0,194.0,9.0,880.0,699.0,28.0,28.98557104
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28.0,44.27814872
298.0,137.0,107.0,201.0,6.0,878.0,655.0,28.0,53.52402188
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180.0,26.74477404
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,3.0,7.74971024
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,56.0,35.570066839999996
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56.0,63.3973182
424.0,22.0,132.0,178.0,8.48,822.0,750.0,28.0,62.05284
249.1,0.0,98.75,158.11,12.8,987.76,889.01,56.0,42.030456959999995
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14.0,38.76923548
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28.0,74.98740975999999
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28.0,37.25928304
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3.0,41.63745564
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100.0,45.3675208
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.275580636
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7.0,56.09576736
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,3.0,15.60973664
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28.0,39.45181672
155.0,184.0,143.0,194.0,9.0,880.0,699.0,28.0,28.98557104
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100.0,48.67011084
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0,14.98920824
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.275580636
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7.0,23.523542168
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28.0,18.19871902
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.511011759999995
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100.0,39.2311844
355.0,19.0,97.0,145.0,13.13,967.0,871.0,28.0,44.02993736
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3.0,11.41427518
277.05,0.0,97.39,160.6,11.83,973.9,875.61,14.0,41.885667
387.0,20.0,94.0,157.0,11.61,938.0,845.0,28.0,46.68441996
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3.0,9.4458212
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28.0,35.225328839999996
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28.0,33.306517131999996
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28.0,10.53519328
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0,26.91369566
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91.0,64.90037588
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,14.0,29.59230992
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56.0,31.35047372
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7.0,19.35014394
290.35,0.0,96.18,168.08,9.41,961.18,865.0,28.0,34.73580088
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90.0,37.231704
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56.0,63.3973182
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7.0,25.893960655999997
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0,30.57136584
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91.0,68.09954452
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180.0,32.72253096
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365.0,55.260122448
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90.0,29.231713972
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69143456
